loss,accuracy,auc,sensitivity,val_loss,val_accuracy,val_auc,val_sensitivity
0.6931623220443726,0.5183789134025574,0.5,0.25557810068130493,0.6931391358375549,0.4902723729610443,0.5,0.5625
0.6931000351905823,0.481621116399765,0.5010141730308533,0.9736308455467224,0.6930505633354187,0.5603112578392029,0.5069444179534912,1.0
0.6930492520332336,0.4646559953689575,0.5187715888023376,1.0,0.6929860711097717,0.5603112578392029,0.5047013163566589,1.0
0.6932044625282288,0.534401535987854,0.4849727153778076,0.31440162658691406,0.6940125823020935,0.4163424074649811,0.4020095467567444,0.3055555522441864
0.6929939389228821,0.5108388066291809,0.5135613083839417,0.7322515249252319,0.6927869915962219,0.5603112578392029,0.46822765469551086,1.0
0.6929849982261658,0.46371346712112427,0.5303081274032593,0.953346848487854,0.6931591629981995,0.4785992205142975,0.48183998465538025,0.5069444179534912
0.693005383014679,0.46936851739883423,0.5288296341896057,0.9837728142738342,0.6926853060722351,0.5603112578392029,0.43276795744895935,1.0
0.6929661631584167,0.5249764323234558,0.5131649374961853,0.6044625043869019,0.6936967372894287,0.43579766154289246,0.49569809436798096,0.3958333432674408
0.692851185798645,0.5353440046310425,0.5299813747406006,0.5212981700897217,0.6933666467666626,0.4630350172519684,0.4226892590522766,0.4583333432674408
0.6928797364234924,0.5391140580177307,0.5038728713989258,0.49087220430374146,0.6940279006958008,0.4319066107273102,0.4677973985671997,0.3888888955116272
0.6928055882453918,0.5230914354324341,0.5202322006225586,0.5740365386009216,0.6929951310157776,0.5369649529457092,0.44831615686416626,0.7361111044883728
0.6927356719970703,0.48067861795425415,0.5429731607437134,0.9290060997009277,0.6929507851600647,0.5836575627326965,0.4558444023132324,0.9097222089767456
0.6927003264427185,0.4674835205078125,0.5467942357063293,0.9898580312728882,0.6928825974464417,0.575875461101532,0.4557522237300873,0.9722222089767456
0.6926590800285339,0.49575871229171753,0.5392930507659912,0.8965517282485962,0.6932297945022583,0.4785992205142975,0.4447517395019531,0.5
0.6925970315933228,0.5117813348770142,0.5394823551177979,0.7079107761383057,0.6934258341789246,0.46692606806755066,0.45271021127700806,0.4652777910232544
0.6925733089447021,0.534401535987854,0.5439265966415405,0.5212981700897217,0.6933791637420654,0.46692606806755066,0.44991397857666016,0.4652777910232544
0.6924953460693359,0.48350611329078674,0.5585449934005737,0.8782961368560791,0.6929975152015686,0.5252918004989624,0.4493301510810852,0.625
0.69256991147995,0.5193213820457458,0.5473620295524597,0.5983772873878479,0.6932346224784851,0.4785992205142975,0.44475170969963074,0.5
0.692512571811676,0.46936851739883423,0.5435390472412109,0.9837728142738342,0.6924853324890137,0.5603112578392029,0.4604535698890686,1.0
0.692299485206604,0.4731385409832001,0.5442980527877808,0.9837728142738342,0.6928501725196838,0.5836575627326965,0.4601770043373108,0.9236111044883728
0.6921290755271912,0.47125354409217834,0.5598359704017639,0.9959431886672974,0.6927742958068848,0.5797665119171143,0.4622665047645569,0.9652777910232544
0.6922467350959778,0.4967012107372284,0.5521490573883057,0.6937119960784912,0.6930731534957886,0.4747081696987152,0.4592244029045105,0.5208333134651184
0.6921539902687073,0.4863336384296417,0.5441176891326904,0.8559837937355042,0.6931726932525635,0.48638132214546204,0.454922616481781,0.5138888955116272
0.6919471621513367,0.5183789134025574,0.5493993163108826,0.81947261095047,0.693752110004425,0.4591439664363861,0.46420228481292725,0.4513888955116272
0.6919971704483032,0.5400565266609192,0.5402215719223022,0.5152129530906677,0.6943309903144836,0.443579763174057,0.4541851282119751,0.4166666567325592
0.6919265389442444,0.48067861795425415,0.5509812831878662,0.8782961368560791,0.6926127672195435,0.5603112578392029,0.4652778208255768,0.9722222089767456
0.6916963458061218,0.5155513882637024,0.5562219619750977,0.7586206793785095,0.6941774487495422,0.4474708139896393,0.46189776062965393,0.4305555522441864
0.6916980743408203,0.5438265800476074,0.5415714383125305,0.5030425786972046,0.6943615674972534,0.45136186480522156,0.46026918292045593,0.4305555522441864
0.6917116045951843,0.534401535987854,0.543837308883667,0.517241358757019,0.6943871974945068,0.4474708139896393,0.45731931924819946,0.4305555522441864
0.6915410161018372,0.5296889543533325,0.5422713756561279,0.5395537614822388,0.6945496201515198,0.45136186480522156,0.45615169405937195,0.4375
0.6917839050292969,0.4995287358760834,0.5407857298851013,0.7119675278663635,0.6937224268913269,0.4747081696987152,0.47068583965301514,0.4930555522441864
0.6912071704864502,0.5381715297698975,0.5543524622917175,0.5760648846626282,0.6949065327644348,0.4474708139896393,0.44920724630355835,0.4166666567325592
0.6913452744483948,0.5466541051864624,0.545146107673645,0.5131846070289612,0.6952770352363586,0.443579763174057,0.43037116527557373,0.4097222089767456
0.6911975741386414,0.5447691082954407,0.5394251346588135,0.48884379863739014,0.6958957314491272,0.43968871235847473,0.45403146743774414,0.4027777910232544
0.6911029815673828,0.5419415831565857,0.5390037894248962,0.49898579716682434,0.6960206627845764,0.443579763174057,0.4534169137477875,0.4166666567325592
0.6910161375999451,0.5419415831565857,0.5350362658500671,0.49898579716682434,0.6961771249771118,0.443579763174057,0.446503221988678,0.4097222089767456
0.6908599138259888,0.5419415831565857,0.5305331349372864,0.496957391500473,0.6964068412780762,0.4474708139896393,0.45148107409477234,0.4166666567325592
0.6908251047134399,0.5419415831565857,0.5395090579986572,0.4929006099700928,0.6966971158981323,0.43968871235847473,0.4324914216995239,0.4027777910232544
0.6909589767456055,0.4891611635684967,0.5538846850395203,0.8438133597373962,0.6934652328491211,0.505836546421051,0.45793387293815613,0.5694444179534912
