loss,accuracy,auc,sensitivity,val_loss,val_accuracy,val_auc,val_sensitivity
0.7415118217468262,0.46182847023010254,0.492536336183548,0.8924949169158936,0.6925126910209656,0.5603112578392029,0.5473204851150513,1.0
0.741356611251831,0.4655984938144684,0.5098116397857666,1.0,0.692100465297699,0.5603112578392029,0.5092490315437317,1.0
0.7412959933280945,0.4655984938144684,0.5170592665672302,1.0,0.6915575861930847,0.5603112578392029,0.5130899548530579,1.0
0.7413145899772644,0.4646559953689575,0.5211160778999329,1.0,0.6916969418525696,0.5603112578392029,0.5208948254585266,1.0
0.7412904500961304,0.4646559953689575,0.5305616855621338,1.0,0.6923094391822815,0.5603112578392029,0.5404375791549683,1.0
0.7411008477210999,0.4646559953689575,0.542949914932251,1.0,0.6924397945404053,0.5603112578392029,0.4728982448577881,1.0
0.7410982251167297,0.4646559953689575,0.5295777916908264,1.0,0.6917449235916138,0.5603112578392029,0.48761677742004395,1.0
0.7410781979560852,0.4646559953689575,0.5226212739944458,1.0,0.6927646398544312,0.5642023086547852,0.47145405411720276,0.9652777910232544
0.7411015629768372,0.4646559953689575,0.5305224061012268,1.0,0.6913784146308899,0.5603112578392029,0.47858288884162903,1.0
0.7408840656280518,0.4646559953689575,0.5517348647117615,1.0,0.6920261383056641,0.5603112578392029,0.4947148561477661,1.0
0.7409241795539856,0.4646559953689575,0.5354576706886292,1.0,0.6924450993537903,0.5603112578392029,0.4654621481895447,0.9930555820465088
0.7407687306404114,0.5070688128471375,0.5404644012451172,0.7363083362579346,0.6937929391860962,0.4591439664363861,0.45102015137672424,0.4513888955116272
0.7405220866203308,0.5117813348770142,0.5447586178779602,0.7221095561981201,0.6930620074272156,0.47081711888313293,0.46395647525787354,0.5069444179534912
0.7402989864349365,0.4797360897064209,0.5529472827911377,0.9878296256065369,0.6934822797775269,0.4747081696987152,0.4550454914569855,0.4861111044883728
0.7403968572616577,0.48539113998413086,0.5346988439559937,0.7626774907112122,0.6950053572654724,0.443579763174057,0.431477427482605,0.4097222089767456
0.7402457594871521,0.5230914354324341,0.5318151116371155,0.545638918876648,0.6950086355209351,0.4474708139896393,0.4373156428337097,0.4305555522441864
0.7400752305984497,0.5428840517997742,0.5234408378601074,0.4949290156364441,0.6962953805923462,0.43579766154289246,0.4386676549911499,0.3958333432674408
0.7397418022155762,0.5438265800476074,0.5259602665901184,0.4847870171070099,0.6962965726852417,0.43968871235847473,0.445089727640152,0.4027777910232544
0.7400323748588562,0.5296889543533325,0.5249353647232056,0.4949290156364441,0.6976473331451416,0.43968871235847473,0.4340278208255768,0.4027777910232544
0.73954176902771,0.5325164794921875,0.5272530317306519,0.5131846070289612,0.6959367990493774,0.443579763174057,0.45353981852531433,0.4236111044883728
0.7393325567245483,0.5334590077400208,0.5329061150550842,0.5212981700897217,0.6969472765922546,0.43579766154289246,0.42560839653015137,0.3958333432674408
0.7394386529922485,0.5381715297698975,0.5306830406188965,0.5070993900299072,0.6968114972114563,0.43968871235847473,0.44459807872772217,0.4097222089767456
0.7392754554748535,0.5230914354324341,0.544628381729126,0.6044625043869019,0.6942235231399536,0.4747081696987152,0.48734021186828613,0.4861111044883728
0.7395007014274597,0.4919886887073517,0.5451068878173828,0.9229208827018738,0.6958853006362915,0.443579763174057,0.4510815739631653,0.4166666567325592
0.7395874857902527,0.5466541051864624,0.5257049202919006,0.49087220430374146,0.6978809237480164,0.43579766154289246,0.4465646743774414,0.3958333432674408
0.7387372255325317,0.5174363851547241,0.5422624349594116,0.6896551847457886,0.6961542367935181,0.443579763174057,0.46165192127227783,0.4166666567325592
0.7392691969871521,0.5353440046310425,0.5278225541114807,0.4949290156364441,0.6985036134719849,0.43579766154289246,0.4205998182296753,0.3958333432674408
0.7392417192459106,0.5457115769386292,0.5329704284667969,0.48275861144065857,0.6972339749336243,0.43579766154289246,0.4328601062297821,0.3958333432674408
0.7387538552284241,0.5457115769386292,0.5409911870956421,0.47261664271354675,0.6974586248397827,0.43579766154289246,0.4445059299468994,0.3958333432674408
