loss,accuracy,auc,sensitivity,val_loss,val_accuracy,val_auc,val_sensitivity
0.7415924072265625,0.4674835205078125,0.486717164516449,0.8782961368560791,0.6926558613777161,0.5603112578392029,0.5,1.0
0.7414923310279846,0.5098963379859924,0.5,0.5010141730308533,0.693282425403595,0.42023345828056335,0.5,0.3402777910232544
0.741431713104248,0.5155513882637024,0.5,0.5537525415420532,0.6931554675102234,0.4785992205142975,0.5,0.4791666567325592
0.7413148283958435,0.48444864153862,0.5056066513061523,0.959432065486908,0.6927513480186462,0.5603112578392029,0.48946040868759155,1.0
0.7413706183433533,0.4646559953689575,0.5161628723144531,1.0,0.6928349733352661,0.5603112578392029,0.49545228481292725,1.0
0.7413226366043091,0.4646559953689575,0.5240693688392639,1.0,0.6929985284805298,0.5719844102859497,0.49035152792930603,0.9583333134651184
0.741344153881073,0.48539113998413086,0.5100634098052979,0.9026369452476501,0.693286120891571,0.43968871235847473,0.48571163415908813,0.4097222089767456
0.7414109110832214,0.45711591839790344,0.5067851543426514,0.9695740342140198,0.6929704546928406,0.5836575627326965,0.4815019369125366,0.9305555820465088
0.7412235736846924,0.4655984938144684,0.5236623287200928,0.9979715943336487,0.6928528547286987,0.5603112578392029,0.4390978217124939,0.9861111044883728
0.7411376237869263,0.4825636148452759,0.5344344973564148,0.9716024398803711,0.6929355263710022,0.5836575627326965,0.4335668683052063,0.8611111044883728
0.7411751747131348,0.4655984938144684,0.5295242071151733,0.9107505083084106,0.6932343244552612,0.47081711888313293,0.4427851438522339,0.4652777910232544
0.7411420941352844,0.4646559953689575,0.5268941521644592,0.9574036598205566,0.6930966377258301,0.4747081696987152,0.4326757788658142,0.4791666567325592
0.741202175617218,0.4703110158443451,0.534463107585907,0.9979715943336487,0.6926152110099792,0.5603112578392029,0.48183995485305786,0.9861111044883728
0.7410209774971008,0.46371346712112427,0.5400608777999878,0.9878296256065369,0.6925314664840698,0.5642023086547852,0.4601462483406067,0.9930555820465088
0.7410110831260681,0.4703110158443451,0.5612840056419373,0.9979715943336487,0.6926553845405579,0.575875461101532,0.46653762459754944,0.9444444179534912
0.740902304649353,0.46654099225997925,0.551909863948822,1.0,0.6925735473632812,0.5836575627326965,0.4670907258987427,0.9513888955116272
0.7407410740852356,0.47125354409217834,0.5475924015045166,0.9432048797607422,0.6932433247566223,0.4747081696987152,0.4485926628112793,0.4722222089767456
0.7407898306846619,0.4721960425376892,0.5440140962600708,0.9776875972747803,0.6921910047531128,0.5603112578392029,0.48230087757110596,0.9861111044883728
0.7401490211486816,0.46654099225997925,0.5628982186317444,0.9756592512130737,0.6930805444717407,0.4785992205142975,0.4571964144706726,0.4861111044883728
0.7403362989425659,0.46936851739883423,0.5523991584777832,0.9655172228813171,0.6929126977920532,0.48638132214546204,0.45962393283843994,0.5
0.7401781678199768,0.46842601895332336,0.5512776970863342,0.9675456285476685,0.6937999129295349,0.43579766154289246,0.4638643264770508,0.4027777910232544
0.7403362393379211,0.5061262845993042,0.5439194440841675,0.8133874535560608,0.6931853294372559,0.47081711888313293,0.47925886511802673,0.4722222089767456
0.7399287819862366,0.4769085645675659,0.5572469234466553,0.9574036598205566,0.693854808807373,0.43968871235847473,0.4673058092594147,0.4097222089767456
0.7404784560203552,0.4967012107372284,0.5371485948562622,0.679513156414032,0.6949302554130554,0.4280155599117279,0.430279016494751,0.3819444477558136
0.7396256327629089,0.5108388066291809,0.553336501121521,0.8275862336158752,0.6935200691223145,0.4747081696987152,0.4722529947757721,0.4722222089767456
0.7394795417785645,0.5202639102935791,0.5622071623802185,0.8275862336158752,0.6945452690124512,0.43579766154289246,0.4505285322666168,0.3958333432674408
0.739330530166626,0.5089538097381592,0.5563737154006958,0.8052738308906555,0.6946234703063965,0.43579766154289246,0.45194199681282043,0.3958333432674408
0.7393559217453003,0.4797360897064209,0.5479744076728821,0.7586206793785095,0.6953113079071045,0.4319066107273102,0.46119099855422974,0.3888888955116272
0.739250898361206,0.5117813348770142,0.5531954169273376,0.7281947135925293,0.6948546171188354,0.4280155599117279,0.4569505453109741,0.3819444477558136
0.7388172149658203,0.5221489071846008,0.5478387475013733,0.5780932903289795,0.6945303678512573,0.43579766154289246,0.45664331316947937,0.3958333432674408
0.7388564944267273,0.4985862374305725,0.5656800866127014,0.9513184428215027,0.6938465237617493,0.45525291562080383,0.47302111983299255,0.4444444477558136
0.7393278479576111,0.4703110158443451,0.5401608347892761,0.9229208827018738,0.6934400200843811,0.47081711888313293,0.494192510843277,0.4722222089767456
0.7385027408599854,0.47785109281539917,0.5532490015029907,0.8519269824028015,0.6956703066825867,0.4280155599117279,0.4545538127422333,0.3819444477558136
0.7390360236167908,0.5080112814903259,0.539219856262207,0.6815415620803833,0.6947578191757202,0.443579763174057,0.46699851751327515,0.4097222089767456
0.7378178238868713,0.5155513882637024,0.5399073362350464,0.5801216959953308,0.6944708824157715,0.4319066107273102,0.4569506049156189,0.3888888955116272
0.7382796406745911,0.5334590077400208,0.553604245185852,0.5780932903289795,0.6966803669929504,0.4280155599117279,0.4386062026023865,0.3819444477558136
0.7387109994888306,0.49481621384620667,0.5433123707771301,0.7890466451644897,0.6957379579544067,0.4319066107273102,0.4548611640930176,0.3888888955116272
0.7380772233009338,0.4938737154006958,0.5640087723731995,0.8640973567962646,0.6953861713409424,0.4319066107273102,0.4752335250377655,0.3888888955116272
